Timestamp	X.Cómo.calificarías.tu.nivel.de.experiencia.usando.R.	X.Cuál.es.tu.plan.para.aprender.R.	X.Qué.opción.refleja.mejor.la.razón.principal.por.la.que.aprendiste.R....4	Si.aprendieras.R...para.qué.consideras.que.lo.usarías...marca.todas.las.opciones.que.apliquen.	X.Qué.herramientas.analíticas.usas.hoy.para.las.funciones.para.las.que.podrías.aprender.R...por.favor..marca.todas.las.opciones.que.apliquen.	X.Cuál.crees.que.es.el.mayor.obstáculo.que.debes.superar.para.tratar.de.aprender.R..Las.siguientes.opciones.son.solo.sugerencias..Si.no.enumeramos.tu.obstáculo..elige..Other..y.agrega.tu.obstáculo.como.texto.libre.	X.En.qué.año.comenzaste.a.aprender.R.	X.Cómo.aprendiste.R..Si.usaste.varios.métodos..por.favor..selecciona.el.que.hayas.usado.más.	X.Qué.opción.refleja.mejor.la.razón.principal.por.la.que.aprendiste.R....10	X.Cuál.crees.que.fue.el.mayor.obstáculo.que.tuviste.que.superar.para.aprender.R..Las.siguientes.opciones.son.solo.sugerencias..Si.no.hemos.enumerado.su.obstáculo..elija..Otro..y.agregue.su.obstáculo.en.el.texto.	X.Con.qué.frecuencia.usa.R.hoy..ya.sea.para.proyectos.profesionales.o.personales.	X.Cuál.es.el.sistema.operativo.principal.que.usa.para.su.trabajo.de.R.	X.Para.qué.aplicaciones.usas.R.más.frecuentemente...marca.todas.las.que.correspondan.	Por.favor.califica.cuanto.disfrutas.usar.R.en.una.escala.del.1.al.5..donde.1.es.que.no.lo.disfrutas.para.nada.y.5.es.que.lo.disfrutas.mucho.	X.Qué.tan.probable.es.que.recomiendes.R.a.un.colega..amiga.o.o.un.familiar.	X.Qué.herramientas.utilizas.con.tus.aplicaciones.R...por.favor.marca.todas.las.que.correspondan.	X.Usaste.paquetes.tidyverse.como.ggplot2.o.dplyr.para.aprender.R.	X.Utilizas.paquetes.tidyverse.cuando.usa.R.ahora.	X.Qué.es.lo.que.más.te.gusta.de.usar.R.	X.Qué.es.lo.que.menos.te.gusta.de.usar.R.	Cuando.tienes.problemas.en.R...a.quién.recurres.para.pedir.ayuda.	X.Cómo.descubre.nuevos.paquetes.o.paquetes.que.no.le.son.familiares.	X.Cómo.compartes.los.resultados.que.creas.en.R..Marca.todos.lo.que.correspondan.	Mirando.hacia.el.futuro...cómo.espera.que.cambie.su.uso.de.R.en.2021.	Para.asegurarnos.que.no.seas.un.robot..por.favor.escribe.la.palabra..five...sin.comillas..en.la.siguiente.caja.	X.Utiliza.actualmente.R.Markdown..Elija.la.declaración.que.más.se.ajuste.a.su.uso.	X.Para.qué.aplicaciones.utilizas.R.Markdown..Marque.todo.lo.que.corresponda.	Mirando.hacia.el.futuro...cómo.esperas.que.cambie.su.uso.de.R.Markdown.en.2021.	X.Con.qué.frecuencia.usas.Shiny.actualmente..ya.sea.como.desarrollador.o.como.usuario..Elige.la.opción.que.más.se.acerque.a.tu.uso.	X.Para.qué.usas.Shiny.	Mirando.hacia.el.futuro...cómo.esperas.que.cambie.su.uso.de.Shiny.en.2021.	X.Utilizas.actualmente.Python..Elije.la.declaración.que.más.se.ajuste.a.tu.uso.	X.Para.qué.aplicaciones.usas.Python.más.frecuentemente...marca.todas.las.que.correspondan.	Por.favor.califica.cuanto.disfrutas.usar.Python.en.una.escala.del.1.al.5..donde.1.es.que.no.lo.disfrutas.para.nada.y.5.es.que.lo.disfrutas.mucho.	X.Qué.tan.probable.es.que.recomiendes.Python.a.un.colega..amiga.o.o.un.familiar.	X.Qué.herramientas.usas.con.tus.aplicaciones.Python...marque.todo.lo.que.corresponda.	Mirando.hacia.el.futuro...cómo.esperas.que.cambie.su.uso.de.Python.en.2021.	X.Con.qué.lenguajes.o.herramientas.informáticas.te.sientes.cómodo.programando.hoy.	X.Cuál.fue.el.PRIMER.lenguaje.de.programación.o.herramienta.informática.que.aprendiste.	X.En.qué.año.naciste.	X.Con.qué.género.te.identificas.	Identifico.mi.origen.étnico.como..selecciona.todas.las.opciones.que.correspondan..	X.Cuál.es.el.nivel.educativo.más.alto.que.has.completado..Si.eres.estudiante..utiliza.el.nivel.más.alto.que.ya.hayas.completado.	X.En.qué.país.resides.actualmente.	X.En.qué.industria.trabajas.o.participas.	X.Cuál.es.el.nombre.de.tu.cargo.laboral..si.tienes.alguno..	X.Qué.categoría.describe.mejor.el.trabajo.que.haces.	X.Cuántas.personas.en.su.organización.o.grupo.de.trabajo.siente.que.puede.pedir.ayuda.o.apoyo.cuando.trabaja.con.R.	X.Te.sientes.parte.de.la.comunidad.R.	X.A.cuál.de.los.siguientes.eventos.has.asistido..Marca.todos.lo.que.correspondan..Incluye.todos.los.eventos.a.los.que.asististe.virtualmente.en.2020.	X.Cómo.te.enteraste.de.esta.encuesta.
2020-12-11T09:54:01Z	Intermedio	NA	NA	NA	NA	NA	2018	Utilizando un libro o documentación en línea que no formaba parte de un curso formal	Queria hacer análisis estadísticos	Comprender los tipos de datos de R	Mensual: entre una vez a la semana y una vez al mes	Apple MacOS	Limpieza o manipulación de datos	4	5	Python, RStudio Desktop (IDE), Vscode	Sí	Generalmente	Variedad de librerías	Uso casi obligatorio de RStudio	Sitios web de búsqueda general como Google y Yahoo, Sitios generales de preguntas y respuestas como Stack Overflow y Quora, Redes sociales como blogs, R-bloggers, Twitter, Slack o contactos de GitHub	Redes sociales como blogs, R-bloggers, Twitter, Slack o contactos de GitHub	Blog personal o sitio web de su propiedad, Sitios web públicos como GitHub o Netlify	Planeo dejar de usarlo	five	No uso R Markdown	NA	Planeo dejar de usarlo	Ocasionalmente: menos de una vez al mes.	Tablas de datos interactivas	Planeo dejar de usarlo	Diariamente: al menos una vez al día.	Limpieza o manipulación de datos, Modelado/Aprendizaje automático, Visualización	3	8	Conda, Jupyter cuadernos, Visual Studio Code	Espero que aumente	Julia, Python	Excel	1983	Masculino	Blanco	Maestría (por ejemplo, MA, MS, MEd)	Spain / España	Servicios y Actividades Financieros	NA	Científica/o de datos o Analista	0	Neutral	NA	Twitter
2020-12-11T09:56:25Z	Intermedio	NA	NA	NA	NA	NA	2003	"Curso presencial (incluyendo ""bootcamps"" y talleres de programación, también cursos más formales)"	NA	Encontrar tiempo para empezar	Diariamente: al menos una vez al día.	Microsoft Windows	Análisis estadístico, Limpieza o manipulación de datos, Modelado/Aprendizaje automático, Visualización, Genómica	5	10	Microsoft Excel, Python, RStudio Desktop (IDE), Shinyapps.io	Sí	Generalmente	La flexibilidad.	La rapidez de la evolución actual. Parece que es oro lenguaje.	Sitios generales de preguntas y respuestas como Stack Overflow y Quora, Redes sociales como blogs, R-bloggers, Twitter, Slack o contactos de GitHub, community.rstudio.com	community.rstudio.com, Tu red personal, como colegas y profesores, Conferencias, reuniones o seminarios., Libros, libros de texto o artículos de revistas (JSS, JOSS, R-Journal), Redes sociales como blogs, R-bloggers, Twitter, Slack o contactos de GitHub	Otro sitio web interno o portal administrado por mi organización (por ejemplo, Sharepoint), Incorporación de resultados en trabajos de investigación enviados a publicaciones	Espero que aumente	five	Diariamente: al menos una vez al día.	Crear artículos listos para publicación para enviar, Crear documentos PDF personalizados usando pagedown, Crear diapositivas de presentación, Crear paneles HTML con flexdashboard	Espero que siga igual	Nunca, no uso Shiny	NA	Espero que aumente	Ocasionalmente: menos de una vez al mes.	Sistemas de Información Geográfica	1	7	Anaconda, Conda	Espero que siga igual	Ninguna	R	1981	NA	Prefiero no responder	Doctorado (por ejemplo, PhD, EdD)	NA	Recursos Naturales y Minería	NA	Administración	50	Sí definitivamente	RStudio::conf, UseR conferencia, Encuentro local o regional de R	Twitter
2020-12-11T09:59:36Z	Principiante	NA	NA	NA	NA	NA	2020	"Curso presencial (incluyendo ""bootcamps"" y talleres de programación, también cursos más formales)"	Fue parte de un curso que tomé	Comprender los tipos de datos de R	Semanal: entre una vez al día y una vez a la semana	Apple MacOS	Análisis estadístico	5	10	Jupyter cuadernos, JupyterLab 3.0, Microsoft Excel, Python, RStudio Desktop (IDE), Shiny Server, Tableau	No	De vez en cuando	Proyecto Open Source que brinda la posibilidad sin costo de tener una herramienta de análisis de datos.	La complejidad al inicio y lo que hace que muchas personas desistan de usarlo o aprender.	Sitios web de búsqueda general como Google y Yahoo, Sitios generales de preguntas y respuestas como Stack Overflow y Quora, community.rstudio.com	Sitios web de búsqueda general como Google y Yahoo, Listas de correo electrónico como r-help, r-packages o r-pkg-devel	Email, Blog personal o sitio web de su propiedad, Sitios web públicos como GitHub o Netlify	Espero que aumente	five	Ocasionalmente: menos de una vez al mes.	Crear cuadernos R	Espero que aumente	Ocasionalmente: menos de una vez al mes.	Tablero de instrumentos	Espero que aumente	Semanal: entre una vez al día y una vez a la semana	Limpieza o manipulación de datos, Análisis de encuestas, Análisis financiero	3	8	Anaconda, JupyterLab 3.0, Microsoft Excel, Tableau	Espero que aumente	C/C++, Excel, PHP, Python, Tableau	C/C++	1973	Masculino	Hispano/Latino	Doctorado (por ejemplo, PhD, EdD)	Guatemala	Tecnologías de la Información	Jefe Datascience	Científica/o de datos o Analista	10	Sí definitivamente	NA	Email
2020-12-11T10:03:22Z	Intermedio	NA	NA	NA	NA	NA	2017	Curso en línea (por ejemplo, Coursera, edX, Datacamp)	Queria hacer análisis estadísticos	Aprender la sintaxis de R	Diariamente: al menos una vez al día.	Microsoft Windows	Análisis estadístico, Limpieza o manipulación de datos, Modelado/Aprendizaje automático, Visualización	5	10	Python, Línea de comandos de R (es decir, la interfaz nativa de la terminal R), RStudio Cloud, Tableau	Sí	Generalmente	"Su estructura de datos me encanta, tiene los mismo nombres que el lenguaje matemático ejemplo: matrix, vector, etc.. en otros lenguajes ocupan distintos nombres y estructuras lo cual tiende a confundir.

Los paquetes de R son muy utiles para diversas tareas."	Se queda travado con tareas algo demandantes desde el punto de vista computacional.	Sitios web de búsqueda general como Google y Yahoo, Sitios generales de preguntas y respuestas como Stack Overflow y Quora, Libros, libros de texto o artículos de revistas (JSS, JOSS, R-Journal)	Sitios web de búsqueda general como Google y Yahoo, community.rstudio.com, Redes sociales como blogs, R-bloggers, Twitter, Slack o contactos de GitHub	Blog personal o sitio web de su propiedad, Sitios web públicos como GitHub o Netlify	Espero que aumente	five	Semanal: entre una vez al día y una vez a la semana	Crear cuadernos R, Crear artículos listos para publicación para enviar, Crear documentos PDF personalizados usando pagedown, Crear paneles HTML con flexdashboard	Espero que aumente	Nunca, no uso Shiny	NA	Espero que aumente	Mensual: entre una vez a la semana y una vez al mes	Modelado/Aprendizaje automático	4	10	Anaconda, Jupyter cuadernos	Espero que siga igual	Excel, Javascript, Python, Tableau	R	1992	Masculino	Hispano/Latino	Licenciatura (por ejemplo, BA, BS)	Brasil	Educación	Estudiante de Maestria en Ciencias de la Computación	Científica/o de datos o Analista	3	Neutral	NA	Twitter
2020-12-11T10:04:05Z	Intermedio	NA	NA	NA	NA	NA	NA	Curso en línea (por ejemplo, Coursera, edX, Datacamp)	Pensé que saber R me abriría nuevas oportunidades en mi carrera	Comprender los tipos de datos de R	Mensual: entre una vez a la semana y una vez al mes	Microsoft Windows	Análisis estadístico, Limpieza o manipulación de datos, Visualización, Análisis financiero	5	9	Shinyapps.io, Shiny Server	Sí	Generalmente	NA	NA	Sitios generales de preguntas y respuestas como Stack Overflow y Quora	Tu red personal, como colegas y profesores, Redes sociales como blogs, R-bloggers, Twitter, Slack o contactos de GitHub	Sitios web públicos como GitHub o Netlify, Shinyapps.io	Espero que siga igual	five	Ocasionalmente: menos de una vez al mes.	Crear documentos PDF personalizados usando pagedown, Crear diapositivas de presentación	Espero que siga igual	Mensual: entre una vez a la semana y una vez al mes	Tablero de instrumentos	Espero que aumente	No uso Python	NA	NA	NA	NA	Espero que aumente	C/C++, Excel, PHP, Visual Basic	C/C++	1979	Hombre	Hispano/Latino	Uno o más cursos de postgrado, sin título de postgrado	México	Servicios Profesionales y de Negocios	NA	Consultoría o Asesoría	0	Neutral	NA	Twitter
2020-12-11T10:06:08Z	Intermedio	NA	NA	NA	NA	NA	2020	Curso en línea (por ejemplo, Coursera, edX, Datacamp)	Pensé que saber R me abriría nuevas oportunidades en mi carrera	Comprender los tipos de datos de R	Mensual: entre una vez a la semana y una vez al mes	Microsoft Windows	Análisis estadístico, Limpieza o manipulación de datos, Visualización	5	10	Microsoft Excel, Línea de comandos de R (es decir, la interfaz nativa de la terminal R), RStudio Desktop (IDE)	Sí	Generalmente	NA	NA	Sitios web de búsqueda general como Google y Yahoo, Sitios generales de preguntas y respuestas como Stack Overflow y Quora, Redes sociales como blogs, R-bloggers, Twitter, Slack o contactos de GitHub	Redes sociales como blogs, R-bloggers, Twitter, Slack o contactos de GitHub	Blog personal o sitio web de su propiedad	Espero que aumente	five	Mensual: entre una vez a la semana y una vez al mes	Crear documentos PDF personalizados usando pagedown, Crear sitios web a través de blogdown, Crear diapositivas de presentación	Espero que aumente	Nunca, no uso Shiny	NA	Espero que aumente	No uso Python	NA	NA	NA	NA	Espero que aumente	R	R	1992	Masculino	Hispano/Latino	Licenciatura (por ejemplo, BA, BS)	Colombia	Agricultura	NA	Investigador/a	NA	Si algo	RStudio::conf	Email
2020-12-11T10:06:10Z	Experto	NA	NA	NA	NA	NA	2014	Utilizando un libro o documentación en línea que no formaba parte de un curso formal	Quería usar un paquete R específico (por ejemplo, tidyverse, tidymodels, RMarkdown)	ninguno. Me fue muy natural el aprendizaje	Diariamente: al menos una vez al día.	Microsoft Windows	Análisis estadístico, Limpieza o manipulación de datos, Visualización, Análisis de encuestas	5	10	Microsoft Excel, Python, RStudio Desktop (IDE)	Sí	Generalmente	Me resulta sencillo. Me gusta la comunidad en linea que puede resolver mis dodas. Me gusta que existan siempre desarrollos nuevos. Me gusta mucho la R Journal	La verdad que con los cambios de RStudio 1.4 cumplieron todas mis expectativas.	Sitios web de búsqueda general como Google y Yahoo, Redes sociales como blogs, R-bloggers, Twitter, Slack o contactos de GitHub, Libros, libros de texto o artículos de revistas (JSS, JOSS, R-Journal)	Sitios web de búsqueda específicos de R como METACRAN o Rdocumentation, Vistas de tareas de CRAN, Conferencias, reuniones o seminarios., Libros, libros de texto o artículos de revistas (JSS, JOSS, R-Journal)	Incorporación de resultados en trabajos de investigación enviados a publicaciones	Espero que siga igual	five	Diariamente: al menos una vez al día.	Crear artículos listos para publicación para enviar, Publicar libros en línea y fuera de línea a través de bookdown	Espero que aumente	Nunca, no uso Shiny	NA	Espero que aumente	Ocasionalmente: menos de una vez al mes.	Modelado/Aprendizaje automático	3	10	Anaconda, Conda, Jupyter cuadernos, R, RStudio Decktop (IDE)	Espero que siga igual	Ninguna	R	1983	Masculino	Blanco, Hispano/Latino	Uno o más cursos de postgrado, sin título de postgrado	Argentina	Investigación	Becario doctoral	Investigador/a	0	Si algo	NA	Email
2020-12-11T10:08:51Z	Principiante	NA	NA	NA	NA	NA	2020	Utilizando un libro o documentación en línea que no formaba parte de un curso formal	Queria hacer análisis estadísticos	Aprender la sintaxis de R	Semanal: entre una vez al día y una vez a la semana	Apple MacOS	Análisis estadístico, Limpieza o manipulación de datos, Modelado/Aprendizaje automático, Visualización, Ensayos agronómicos y espectroscopía	5	10	Microsoft Excel, RStudio Desktop (IDE)	Sí	Generalmente	Guardar los procedimientos como scripts y los graficos ggplot.	La curva de aprendizaje inicial y ser eficiente en generar objetos y adjudicarles nombres	Sitios web de búsqueda general como Google y Yahoo, Su red personal, como colegas y profesores, Sitios generales de preguntas y respuestas como Stack Overflow y Quora, Redes sociales como blogs, R-bloggers, Twitter, Slack o contactos de GitHub, Libros, libros de texto o artículos de revistas (JSS, JOSS, R-Journal)	Sitios web de búsqueda general como Google y Yahoo, Tu red personal, como colegas y profesores, Libros, libros de texto o artículos de revistas (JSS, JOSS, R-Journal), Redes sociales como blogs, R-bloggers, Twitter, Slack o contactos de GitHub	Email, Incorporación de resultados en trabajos de investigación enviados a publicaciones	Espero que aumente	five	No uso R Markdown	NA	Espero que aumente	Nunca, no uso Shiny	NA	Espero que siga igual	No uso Python	NA	NA	NA	NA	Espero que siga igual	Excel	R	1995	Femenino	Hispano/Latino	Finalizando tesis en ingeniería agronómica	Uruguay	Agronomía	Tesista	Estudiante	1	Si algo	NA	Twitter
2020-12-11T10:13:26Z	Principiante	NA	NA	NA	NA	NA	2020	En el trabajo	Queria hacer análisis estadísticos	Comprender la documentación de R	Semanal: entre una vez al día y una vez a la semana	Microsoft Windows	Análisis estadístico, Limpieza o manipulación de datos, Visualización, Análisis de encuestas	3	8	Microsoft Excel, RStudio Desktop (IDE), SPSS	Sí	Generalmente	Su amplia capacidad para analizar y manipular datos	Su dificultad	Sitios web de búsqueda general como Google y Yahoo, Su red personal, como colegas y profesores	Sitios web de búsqueda general como Google y Yahoo, Tu red personal, como colegas y profesores	Incorporación de resultados en trabajos de investigación enviados a publicaciones	Espero que aumente	five	No uso R Markdown	NA	Espero que siga igual	Nunca, no uso Shiny	NA	Espero que aumente	No uso Python	NA	NA	NA	NA	Espero que aumente	Excel, SPSS	Excel	1990	Varón	Mestizo	Licenciatura (por ejemplo, BA, BS)	Argentina	Investigación	Becario doctoral	Investigador/a	1	Neutral	NA	De un colega o amigo
2020-12-11T10:17:45Z	Principiante	NA	NA	NA	NA	NA	2020	"Curso presencial (incluyendo ""bootcamps"" y talleres de programación, también cursos más formales)"	Pensé que saber R me abriría nuevas oportunidades en mi carrera	Descarga e instalación del software	Semanal: entre una vez al día y una vez a la semana	Microsoft Windows	Limpieza o manipulación de datos, Visualización, Análisis de texto	5	9	Jupyter cuadernos, Python	Sí	Generalmente	La sencillez del lenguaje, la interfaz permite el trabajo ágil y que es gratis	La documentación en su mayoría está en inglés	Sitios web de búsqueda general como Google y Yahoo, Su red personal, como colegas y profesores	Sitios web de búsqueda general como Google y Yahoo, Tu red personal, como colegas y profesores	Sitios web públicos como GitHub o Netlify, RPubs.com	Espero que aumente	five	No uso R Markdown	NA	Espero que aumente	Nunca, no uso Shiny	NA	Espero que siga igual	Semanal: entre una vez al día y una vez a la semana	Modelado/Aprendizaje automático	4	9	Anaconda, Jupyter cuadernos	Espero que aumente	Excel, Python, R	Python	2001	Masculino	Hispano/Latino	Título de escuela secundaria o equivalente	Colombia	Servicios Gubernamentales (Federales, Provinciales o Municipales)	NA	Legal	NA	Si algo	NA	Email
2020-12-11T10:18:22Z	Principiante	NA	NA	NA	NA	NA	2019	Utilizando un libro o documentación en línea que no formaba parte de un curso formal	Tenía un interés personal	Aprender la sintaxis de R	Mensual: entre una vez a la semana y una vez al mes	Microsoft Windows	Análisis estadístico, Limpieza o manipulación de datos, Visualización	4	8	Microsoft Excel, Python, Línea de comandos de R (es decir, la interfaz nativa de la terminal R), RStudio Cloud, RStudio Desktop (IDE)	Sí	De vez en cuando	Afán de superioridad	Tiene sus complicaciones	Sitios web de búsqueda general como Google y Yahoo, Sitios generales de preguntas y respuestas como Stack Overflow y Quora, Redes sociales como blogs, R-bloggers, Twitter, Slack o contactos de GitHub, Sitios web de búsqueda específicos de R como METACRAN o Rdocumentation, Libros, libros de texto o artículos de revistas (JSS, JOSS, R-Journal)	Libros, libros de texto o artículos de revistas (JSS, JOSS, R-Journal), Redes sociales como blogs, R-bloggers, Twitter, Slack o contactos de GitHub	Sitios web públicos como GitHub o Netlify, Incorporación de resultados en trabajos de investigación enviados a publicaciones	Espero que aumente	five	Ocasionalmente: menos de una vez al mes.	Crear documentos PDF personalizados usando pagedown	Espero que aumente	Nunca, no uso Shiny	NA	Espero que aumente	Ocasionalmente: menos de una vez al mes.	Análisis estadístico	2	6	Anaconda, Jupyter cuadernos, Microsoft Excel, R, RStudio Cloud, RStudio Decktop (IDE)	Espero que disminuya	Excel, Visual Basic	Gretl	1995	Masculino	Hispano/Latino	Licenciatura (por ejemplo, BA, BS)	Spain / España	Sin empleo	NA	Ninguna	NA	Si algo	NA	Discord
2020-12-11T10:18:42Z	Principiante	NA	NA	NA	NA	NA	2010	En el trabajo	Queria hacer análisis estadísticos	Aprender la sintaxis de R	Mensual: entre una vez a la semana y una vez al mes	Microsoft Windows	Análisis estadístico, Limpieza o manipulación de datos, Visualización, Análisis de encuestas	4	10	Microsoft Excel, Línea de comandos de R (es decir, la interfaz nativa de la terminal R), RStudio Desktop (IDE), SPSS, Tableau	Sí	Generalmente	Generacion de graficos	La estrutura del ajuda dos paquetes. Deberia separar los atributos mas utilizados de las funciones.	Sitios web de búsqueda general como Google y Yahoo, Su red personal, como colegas y profesores, Redes sociales como blogs, R-bloggers, Twitter, Slack o contactos de GitHub, Sitios web de búsqueda específicos de R como METACRAN o Rdocumentation, Libros, libros de texto o artículos de revistas (JSS, JOSS, R-Journal)	Sitios web de búsqueda general como Google y Yahoo, Tu red personal, como colegas y profesores	Incorporación de resultados en trabajos de investigación enviados a publicaciones	Espero que aumente	five	No uso R Markdown	NA	Espero que aumente	Nunca, no uso Shiny	NA	Espero que aumente	No uso Python	NA	NA	NA	NA	Espero que aumente	Excel, SPSS, Tableau	Lotus 123	1959	Masculino	Blanco	Maestría (por ejemplo, MA, MS, MEd)	Brasil	Investigación	Pesquisador	Investigador/a	1	No en realidad no	NA	Email
2020-12-11T10:19:40Z	Intermedio	NA	NA	NA	NA	NA	NA	En el trabajo	Queria hacer análisis estadísticos	Encontrar tiempo para empezar	Diariamente: al menos una vez al día.	Microsoft Windows	Análisis estadístico, Limpieza o manipulación de datos, Visualización	4	9	RStudio Desktop (IDE), Shiny Server	Sí	Generalmente	La gran cantidad de paquetes. Que puedo hacer todo mi trabajo integrado, desde la lectura de datos, a la presentación de resultados.	Sintaxis complicada. Lentitud en ciertos procesos. Trabajo en tiempo real.	Sitios web de búsqueda general como Google y Yahoo, Sitios generales de preguntas y respuestas como Stack Overflow y Quora, Redes sociales como blogs, R-bloggers, Twitter, Slack o contactos de GitHub	Sitios web de búsqueda general como Google y Yahoo, Redes sociales como blogs, R-bloggers, Twitter, Slack o contactos de GitHub	Email, Otro sitio web interno o portal administrado por mi organización (por ejemplo, Sharepoint), Incorporación de resultados en trabajos de investigación enviados a publicaciones	Espero que aumente	five	No uso R Markdown	NA	Espero que aumente	Ocasionalmente: menos de una vez al mes.	Aplicaciones de mapeo	Espero que aumente	Ocasionalmente: menos de una vez al mes.	Análisis estadístico, Limpieza o manipulación de datos, Modelado/Aprendizaje automático, Visualización	3	9	Anaconda, RStudio Decktop (IDE)	Espero que aumente	IDL	Visual Basic	1971	Hombre	Blanco, Hispano/Latino	Licenciatura (por ejemplo, BA, BS)	Spain / España	Investigación	Investigador senior	Científica/o de datos o Analista	2	Si algo	NA	Email
2020-12-11T10:23:01Z	Intermedio	NA	NA	NA	NA	NA	2018	"Curso presencial (incluyendo ""bootcamps"" y talleres de programación, también cursos más formales)"	Tenía un interés personal	Aprender la sintaxis de R	Diariamente: al menos una vez al día.	Microsoft Windows	Análisis estadístico, Limpieza o manipulación de datos, Modelado/Aprendizaje automático, Visualización, Análisis de texto, Análisis financiero	5	10	Jupyter cuadernos, Python, RStudio Cloud, Shinyapps.io	Sí	Generalmente	Comunidad activa	Manejo de parámetros en las funciones	Sitios web de búsqueda general como Google y Yahoo, Su red personal, como colegas y profesores, Sitios generales de preguntas y respuestas como Stack Overflow y Quora, Libros, libros de texto o artículos de revistas (JSS, JOSS, R-Journal)	Sitios web de búsqueda general como Google y Yahoo, Sitios web de búsqueda específicos de R como METACRAN o Rdocumentation, Vistas de tareas de CRAN, Tu red personal, como colegas y profesores, Libros, libros de texto o artículos de revistas (JSS, JOSS, R-Journal)	Email, Otro sitio web interno o portal administrado por mi organización (por ejemplo, Sharepoint), Sitios web públicos como GitHub o Netlify, Shinyapps.io, Incorporación de resultados en trabajos de investigación enviados a publicaciones	Espero que siga igual	five	Mensual: entre una vez a la semana y una vez al mes	Crear cuadernos R, Crear diapositivas de presentación	Espero que siga igual	Mensual: entre una vez a la semana y una vez al mes	Exploración de datos	Espero que aumente	Ocasionalmente: menos de una vez al mes.	Análisis estadístico, Limpieza o manipulación de datos, Modelado/Aprendizaje automático, Visualización, Análisis de texto	5	10	Anaconda, Jupyter cuadernos	Espero que aumente	C/C++, Excel, Java, Python, Visual Basic	C/C++	1998	Masculino	Hispano/Latino	Grado universitario asociado (por ejemplo, AA, AS)	Colombia	Educación	NA	Estudiante	9	No estoy segura	NA	Email
2020-12-11T10:23:35Z	Experto	NA	NA	NA	NA	NA	2010	Universidad	Queria hacer análisis estadísticos	Encontrar paquetes apropiados para usar	Diariamente: al menos una vez al día.	Microsoft Windows	Análisis estadístico, Limpieza o manipulación de datos, Modelado/Aprendizaje automático	4	7	RStudio Desktop (IDE), RStudio Server, Shiny Server	Sí	Generalmente	La facilidad de uso	Configurar librerias keras tensorflow,...	Sitios web de búsqueda general como Google y Yahoo, Sitios generales de preguntas y respuestas como Stack Overflow y Quora, Redes sociales como blogs, R-bloggers, Twitter, Slack o contactos de GitHub	Sitios web de búsqueda general como Google y Yahoo, Redes sociales como blogs, R-bloggers, Twitter, Slack o contactos de GitHub	Otro sitio web interno o portal administrado por mi organización (por ejemplo, Sharepoint)	Espero que siga igual	Five	No uso R Markdown	NA	Espero que aumente	Ocasionalmente: menos de una vez al mes.	Tablas de datos interactivas	Espero que siga igual	Mensual: entre una vez a la semana y una vez al mes	Modelado/Aprendizaje automático	4	8	Anaconda, Jupyter cuadernos	Espero que aumente	Ninguna	C/C++	1987	Masculino	Blanco	Maestría (por ejemplo, MA, MS, MEd)	Spain / España	Servicios Profesionales y de Negocios	NA	Estadístico/a	3	Neutral	NA	LinkedIn
2020-12-11T10:24:43Z	Intermedio	NA	NA	NA	NA	NA	2014	En el trabajo	Pensé que saber R me abriría nuevas oportunidades en mi carrera	Lógica de programación	Diariamente: al menos una vez al día.	Microsoft Windows	Análisis estadístico, Limpieza o manipulación de datos, Modelado/Aprendizaje automático, Visualización	5	7	RStudio Desktop (IDE), RStudio Server, Shiny Server	No	De vez en cuando	NA	NA	Sitios web de búsqueda general como Google y Yahoo, Sitios generales de preguntas y respuestas como Stack Overflow y Quora	Sitios web de búsqueda general como Google y Yahoo, Listas de correo electrónico como r-help, r-packages o r-pkg-devel, Redes sociales como blogs, R-bloggers, Twitter, Slack o contactos de GitHub	Sitios web públicos como GitHub o Netlify, Incorporación de resultados en trabajos de investigación enviados a publicaciones	Espero que aumente	five	Mensual: entre una vez a la semana y una vez al mes	Crear sitios web a través de blogdown, Publicar libros en línea y fuera de línea a través de bookdown	Espero que aumente	Mensual: entre una vez a la semana y una vez al mes	NA	Espero que aumente	No uso Python	NA	NA	NA	NA	Espero que aumente	Ninguna	R	1990	Masculino	Blanco	Uno o más cursos de postgrado, sin título de postgrado	Argentina	Educación	NA	Educador/a	1	Si algo	Encuentro local o regional de R	Email
