Qtime	Qr_experience	Qhow_to_learn_r	Qreason_to_learn	Qr_use	Qtools	Qobstacles_to_starting	Qr_year	Qr_learning_path	Qr_reason_experienced	Qmost_difficult_aspect	Qr_how_often_used	Qr_OS	Qused_for	Qr_enjoyment	Qrecommend	Qtools_with_r	Qtidyverse_learning	Qtidyverse_today	Qlike_best	Qlike_least	Qr_problems	Qr_discover_packages	Qr_share	Qr_change	Qrobot_test	Qrmarkdown	Qrmarkdown_apps	Qrmarkdown_change	Qshiny	Qshiny_use	Qshiny_change	Qpython_use	Qpython_apps	Qpython_tools	Qpython)_enjoy	Qpython_recommend	Qpython_change	Qcoding_languages	Qfirst_language	Qyear_born	Qgender	Qethnicity	Qdegree	Qcountry	Qindustry	Qtitle	Qwork_title	Qteam_r_users	Qr_community	Qevents	Qhear
12/12/2020 12:55:25	Intermedio	NA	NA	NA	NA	NA	2016	"Curso presencial (incluyendo ""bootcamps"" y talleres de programación, también cursos más formales)"	Pensé que saber R me abriría nuevas oportunidades en mi carrera	Aprender la sintaxis de R	Semanal: entre una vez al día y una vez a la semana	Microsoft Windows	Análisis estadístico, Limpieza o manipulación de datos, Visualización, Análisis de texto, Análisis financiero	4	9	Jupyter cuadernos, Matlab, Microsoft Excel, Python, RStudio Cloud, RStudio Desktop (IDE), Shinyapps.io	Sí	Generalmente	número de librerías	conflictos de paquetes, mensajes de error difíciles de interpretar	Sitios web de búsqueda general como Google y Yahoo, Su red personal, como colegas y profesores, Sitios generales de preguntas y respuestas como Stack Overflow y Quora, Redes sociales como blogs, R-bloggers, Twitter, Slack o contactos de GitHub	Tu red personal, como colegas y profesores, Conferencias, reuniones o seminarios., Redes sociales como blogs, R-bloggers, Twitter, Slack o contactos de GitHub	Sitios web públicos como GitHub o Netlify, RPubs.com, Shinyapps.io	Espero que aumente	five	Ocasionalmente: menos de una vez al mes.	Crear diapositivas de presentación, Crear documentos interactivos basados en Shiny	Espero que aumente	Ocasionalmente: menos de una vez al mes.	Exploración de datos	Espero que siga igual	Ocasionalmente: menos de una vez al mes.	Análisis estadístico, Limpieza o manipulación de datos, Análisis financiero	4	9	Anaconda, Jupyter cuadernos, Matlab, Microsoft Excel, R	Espero que aumente	Julia, Matlab, Python	Excel	1974	masculino	Hispano/Latino	Doctorado (por ejemplo, PhD, EdD)	Spain / España	Educación	profesor	Educador/a	2	Si algo	Encuentro local o regional de R, PyCon conferencia	Twitter
12/12/2020 13:36:11	Intermedio	NA	NA	NA	NA	NA	2018	Curso en línea (por ejemplo, Coursera, edX, Datacamp)	Tenía un interés personal	Encontrar tiempo para empezar	Mensual: entre una vez a la semana y una vez al mes	Microsoft Windows	Análisis estadístico, Limpieza o manipulación de datos	5	10	Matlab, Microsoft Excel, Python	Sí	Generalmente	La facilidad para aprender y trabajar	A veces la documentación es compleja	Su red personal, como colegas y profesores	Tu red personal, como colegas y profesores	Email	Espero que aumente	five	Ocasionalmente: menos de una vez al mes.	Crear cuadernos R	Espero que aumente	Nunca, no uso Shiny	NA	Espero que aumente	Ocasionalmente: menos de una vez al mes.	Análisis estadístico, Limpieza o manipulación de datos, Visualización	5	10	Anaconda, Jupyter cuadernos, Microsoft Excel	Espero que aumente	Python	Excel	1993	Femenino	Hispano/Latino	Maestría (por ejemplo, MA, MS, MEd)	México	Ciencia	NA	Estudiante	0	Si algo	R Reuniones de damas (locales, regionales, nacionales o internacionales)	Twitter
12/12/2020 13:39:00	Intermedio	NA	NA	NA	NA	NA	2018	Curso en línea (por ejemplo, Coursera, edX, Datacamp)	Tenía un interés personal	Aprender la sintaxis de R	Diariamente: al menos una vez al día.	Microsoft Windows	Análisis estadístico, Limpieza o manipulación de datos, Modelado/Aprendizaje automático, Visualización, Análisis financiero	5	10	RStudio Desktop (IDE)	Sí	Generalmente	Que es práctico.	Nada.	Sitios web de búsqueda general como Google y Yahoo, Sitios generales de preguntas y respuestas como Stack Overflow y Quora	Sitios web de búsqueda general como Google y Yahoo, Redes sociales como blogs, R-bloggers, Twitter, Slack o contactos de GitHub	NA	Espero que siga igual	five	Ocasionalmente: menos de una vez al mes.	Crear cuadernos R, Crear documentos PDF personalizados usando pagedown	Espero que siga igual	Nunca, no uso Shiny	NA	Espero que aumente	No uso Python	NA	NA	NA	NA	Espero que disminuya	Excel, Visual Basic	Excel	1978	Hombre	Blanco, Hispano/Latino	Licenciatura (por ejemplo, BA, BS)	México	Sin empleo	NA	Científica/o de datos o Analista	NA	Si algo	NA	R-bloggers
12/12/2020 13:49:29	Intermedio	NA	NA	NA	NA	NA	2014	Curso en línea (por ejemplo, Coursera, edX, Datacamp)	Queria hacer análisis estadísticos	Encontrar tiempo para empezar	Diariamente: al menos una vez al día.	Apple MacOS	Análisis estadístico, Limpieza o manipulación de datos, Visualización, Genómica, Medicina, Ensayos clínicos	5	9	Microsoft Excel, RStudio Desktop (IDE)	Sí	Generalmente	NA	NA	Sitios web de búsqueda general como Google y Yahoo, Sitios generales de preguntas y respuestas como Stack Overflow y Quora	Sitios web de búsqueda general como Google y Yahoo, Vistas de tareas de CRAN	NA	Espero que aumente	five	Ocasionalmente: menos de una vez al mes.	Crear cuadernos R, Crear documentos PDF personalizados usando pagedown	Espero que aumente	Nunca, no uso Shiny	NA	Espero que siga igual	No uso Python	NA	NA	NA	NA	Espero que siga igual	Excel, SPSS	BASIC	1973	Masculino	Hispano/Latino	Doctorado (por ejemplo, PhD, EdD)	Spain / España	Cuidado de la Salud y Medicina	NA	Profesional de Medicina	2	Si algo	NA	Twitter
12/12/2020 14:19:40	Intermedio	NA	NA	NA	NA	NA	2016	Utilizando un libro o documentación en línea que no formaba parte de un curso formal	Queria hacer análisis estadísticos	Mensajes de error	Diariamente: al menos una vez al día.	Microsoft Windows	Análisis estadístico, Visualización	5	10	Matlab, Línea de comandos de R (es decir, la interfaz nativa de la terminal R)	Sí	Generalmente	Si versatilidad. Todo se puede hacer en R.	Por ahora todo me gusta	Sitios web de búsqueda general como Google y Yahoo, Sitios generales de preguntas y respuestas como Stack Overflow y Quora, Redes sociales como blogs, R-bloggers, Twitter, Slack o contactos de GitHub, La ayuda de r-ladies	Tu red personal, como colegas y profesores, Redes sociales como blogs, R-bloggers, Twitter, Slack o contactos de GitHub	Email	Espero que aumente	Five	No uso R Markdown	NA	Espero que aumente	Nunca, no uso Shiny	NA	Espero que aumente	No uso Python	NA	NA	NA	NA	Espero que siga igual	C/C++, Excel	C/C++	1981	Femenino	Hispano/Latino	Doctorado (por ejemplo, PhD, EdD)	Argentina	Investigación	Investigador adjunto	Investigador/a	NA	Sí definitivamente	NA	Twitter
12/12/2020 14:46:11	Intermedio	NA	NA	NA	NA	NA	2018	Curso en línea (por ejemplo, Coursera, edX, Datacamp)	Pensé que saber R me abriría nuevas oportunidades en mi carrera	Encontrar tiempo para empezar	Diariamente: al menos una vez al día.	Microsoft Windows	Análisis estadístico, Limpieza o manipulación de datos, Modelado/Aprendizaje automático, Visualización, Análisis de encuestas	5	10	Microsoft Excel, Python, RStudio Desktop (IDE), Tableau	Sí	Generalmente	NA	NA	Sitios web de búsqueda general como Google y Yahoo	Sitios web de búsqueda general como Google y Yahoo	Email	Espero que siga igual	five	No uso R Markdown	NA	Espero que aumente	Nunca, no uso Shiny	NA	Espero que siga igual	Ocasionalmente: menos de una vez al mes.	Limpieza o manipulación de datos	5	10	Anaconda, Microsoft Excel, R, Tableau	Espero que siga igual	Python	Python	1995	Masculino	Blanco	Licenciatura (por ejemplo, BA, BS)	Venezuela	Consultoría Económica	Economista	Consultoría o Asesoría	5	Sí definitivamente	NA	Twitter
12/12/2020 14:48:39	Intermedio	NA	NA	NA	NA	NA	2019	Curso en línea (por ejemplo, Coursera, edX, Datacamp)	Queria hacer análisis estadísticos	Aprender la sintaxis de R	Semanal: entre una vez al día y una vez a la semana	Microsoft Windows	Análisis estadístico, Limpieza o manipulación de datos, Modelado/Aprendizaje automático, Visualización	5	10	Microsoft Excel, Python, RStudio Cloud, RStudio Desktop (IDE)	Sí	Generalmente	Variedad de librerías para resolver rápidamente problemas de computación.	Sintáxis para crear funciones, pocas alternativas estructuradas para desplegar modelos en producción.	Sitios generales de preguntas y respuestas como Stack Overflow y Quora, Redes sociales como blogs, R-bloggers, Twitter, Slack o contactos de GitHub, Libros, libros de texto o artículos de revistas (JSS, JOSS, R-Journal)	Sitios web de búsqueda general como Google y Yahoo, Vistas de tareas de CRAN, Redes sociales como blogs, R-bloggers, Twitter, Slack o contactos de GitHub	Otro sitio web interno o portal administrado por mi organización (por ejemplo, Sharepoint), Sitios web públicos como GitHub o Netlify	Espero que aumente	five	Semanal: entre una vez al día y una vez a la semana	Crear cuadernos R	Espero que aumente	Ocasionalmente: menos de una vez al mes.	Tablero de instrumentos	Espero que siga igual	Diariamente: al menos una vez al día.	Análisis estadístico, Limpieza o manipulación de datos, Modelado/Aprendizaje automático, Visualización	4	9	Anaconda, Jupyter cuadernos	Espero que aumente	Excel, Python, Tableau	C/C++	1962	Masculino	Hispano/Latino	Maestría (por ejemplo, MA, MS, MEd)	United States of America / Estados Unidos de América	Servicios Públicos	"Analista de datos (""Business Analyst"")"	Consultoría o Asesoría	3	Si algo	Encuentro local o regional de R, R Reuniones de damas (locales, regionales, nacionales o internacionales)	Email
12/12/2020 15:04:07	Intermedio	NA	NA	NA	NA	NA	2018	En el trabajo	Queria hacer análisis estadísticos	Mensajes de error	Diariamente: al menos una vez al día.	Microsoft Windows	Análisis estadístico, Limpieza o manipulación de datos, Modelado/Aprendizaje automático, Visualización	5	9	Microsoft Excel, RStudio Desktop (IDE)	Sí	Generalmente	Que es de código abierto, reproducible	NA	Sitios web de búsqueda general como Google y Yahoo, Sitios generales de preguntas y respuestas como Stack Overflow y Quora, community.rstudio.com, Libros, libros de texto o artículos de revistas (JSS, JOSS, R-Journal)	Tu red personal, como colegas y profesores, Redes sociales como blogs, R-bloggers, Twitter, Slack o contactos de GitHub	Incorporación de resultados en trabajos de investigación enviados a publicaciones	Espero que aumente	five	Semanal: entre una vez al día y una vez a la semana	Crear cuadernos R, Crear documentos PDF personalizados usando pagedown, Crear paneles HTML con flexdashboard	Espero que aumente	Nunca, no uso Shiny	NA	Espero que aumente	No uso Python	NA	NA	NA	NA	Espero que siga igual	Excel	Excel	1993	Masculino	Hispano/Latino	Maestría (por ejemplo, MA, MS, MEd)	Germany / Alemania	Investigación	Asistente de investigación	Investigador/a	3	Neutral	NA	Twitter
12/12/2020 15:08:02	Principiante	NA	NA	NA	NA	NA	2020	Curso en línea (por ejemplo, Coursera, edX, Dataquest)	Pensé que saber R me abriría nuevas oportunidades en mi carrera	Los materiales de R no están en Español	Diariamente: al menos una vez al día.	Microsoft Windows	Análisis estadístico, Limpieza o manipulación de datos, Modelado/Aprendizaje automático, Análisis financiero	5	10	Microsoft Excel, RStudio Desktop (IDE), Power BI	Sí	Generalmente	Su versatilidad.	La curva de aprendizaje	Sitios web de búsqueda general como Google y Yahoo, Sitios generales de preguntas y respuestas como Stack Overflow y Quora	Redes sociales como blogs, R-bloggers, Twitter, Slack o contactos de GitHub, YouTube	Otro sitio web interno o portal administrado por mi organización (por ejemplo, Sharepoint)	Espero que aumente	Five	No uso R Markdown	NA	Espero que aumente	Ocasionalmente: menos de una vez al mes.	Exploración de datos	Espero que aumente	No uso Python	NA	NA	NA	NA	Espero que siga igual	Excel	R	1981	Masculino	Hispano/Latino	Maestría (por ejemplo, MA, MS, MEd)	Ecuador	Comercio (al por menor o al por mayor)	Analista de negocios	Administración	0	Si algo	RStudio::conf	Twitter
12/12/2020 15:23:10	Experto	NA	NA	NA	NA	NA	2004	En el trabajo	Queria hacer análisis estadísticos	Aprender la sintaxis de R	Semanal: entre una vez al día y una vez a la semana	Apple MacOS	Análisis estadístico, Limpieza o manipulación de datos, Modelado/Aprendizaje automático	5	9	Jupyter cuadernos, JupyterLab 3.0, JupyterHub, RStudio Desktop (IDE), RStudio Server	No	Generalmente	Rapidez para manipular datos y capacidades gráficas	Heterogeneidad en los paquetes de modelado.	Sitios web de búsqueda general como Google y Yahoo, Sitios generales de preguntas y respuestas como Stack Overflow y Quora	Tu red personal, como colegas y profesores, Redes sociales como blogs, R-bloggers, Twitter, Slack o contactos de GitHub	Email, Otro sitio web interno o portal administrado por mi organización (por ejemplo, Sharepoint)	Espero que siga igual	Five	Ocasionalmente: menos de una vez al mes.	Crear diapositivas de presentación, Crear paneles HTML con flexdashboard, Informes automatizados	Espero que siga igual	Ocasionalmente: menos de una vez al mes.	Tablero de instrumentos	Espero que siga igual	Semanal: entre una vez al día y una vez a la semana	Limpieza o manipulación de datos, Modelado/Aprendizaje automático	4	10	Anaconda, Conda, Jupyter cuadernos, JupyterLab 3.0, JupyterHub, RStudio Decktop (IDE), Visual Studio Code	Espero que aumente	Excel, Python	SAS	1979	Masculino	Blanco, Hispano/Latino	Doctorado (por ejemplo, PhD, EdD)	Spain / España	Servicios Profesionales y de Negocios	Lead Data Scientist	Consultoría o Asesoría	50	NA	NA	Twitter
12/12/2020 15:52:23	Experto	NA	NA	NA	NA	NA	2008	En la licenciatura y en la maestría, lo dominé en el trabajo	Queria hacer análisis estadísticos	Mensajes de error	Diariamente: al menos una vez al día.	Microsoft Windows	Análisis estadístico, Limpieza o manipulación de datos, Modelado/Aprendizaje automático, Visualización	5	10	Microsoft Excel, Oracke	Sí	Generalmente	La sintaxis	Las operaciones las hace muy lento, la memoria ram se la acaba para procesos peasdos y es poco factible escalar procesos	Sitios web de búsqueda general como Google y Yahoo, Sitios generales de preguntas y respuestas como Stack Overflow y Quora	Sitios web de búsqueda general como Google y Yahoo, Tu red personal, como colegas y profesores, Conferencias, reuniones o seminarios., Redes sociales como blogs, R-bloggers, Twitter, Slack o contactos de GitHub	Incorporación de resultados en trabajos de investigación enviados a publicaciones	Espero que aumente	Five	Ocasionalmente: menos de una vez al mes.	Crear documentos interactivos basados en Shiny, Documentos del trabajo	Espero que aumente	Nunca, no uso Shiny	NA	Espero que aumente	No uso Python	NA	NA	NA	NA	Espero que aumente	Oracle	C/C++	1988	Femenino	Hispano/Latino	Maestría (por ejemplo, MA, MS, MEd)	México	Servicios y Actividades Financieros	Gerante	Científica/o de datos o Analista	0	Sí definitivamente	NA	LinkedIn
12/12/2020 16:19:48	Experto	NA	NA	NA	NA	NA	2003	"Curso presencial (incluyendo ""bootcamps"" y talleres de programación, también cursos más formales)"	Queria hacer análisis estadísticos	Comprender los tipos de datos de R	Diariamente: al menos una vez al día.	Microsoft Windows	Análisis estadístico, Limpieza o manipulación de datos, Modelado/Aprendizaje automático, Visualización, Medicina, Ensayos clínicos	5	8	Microsoft Excel, Línea de comandos de R (es decir, la interfaz nativa de la terminal R), RStudio Desktop (IDE), RStudio Server, Shiny Server, PowerBI	Sí	Raramente	Permite un uso completo de los métodos estadísticos	Demasiados paquetes para cosas parecidas. Un poco caótico buscar soluciones.	Sitios web de búsqueda general como Google y Yahoo, Sitios generales de preguntas y respuestas como Stack Overflow y Quora	Sitios web de búsqueda general como Google y Yahoo, Redes sociales como blogs, R-bloggers, Twitter, Slack o contactos de GitHub	Email, Otro sitio web interno o portal administrado por mi organización (por ejemplo, Sharepoint)	Espero que siga igual	five	Diariamente: al menos una vez al día.	Informes en Pdf y html sin flexdashboard ni pagedown.	Espero que aumente	Semanal: entre una vez al día y una vez a la semana	Anàlisis complejos automátizados	Espero que aumente	No uso Python	NA	NA	NA	NA	Espero que disminuya	Excel, Java	Visual Basic	1984	Mujer	Europeo	Maestría (por ejemplo, MA, MS, MEd)	Spain / España	Cuidado de la Salud y Medicina	Bioestadística	Estadístico/a	0	Sí definitivamente	Encuentro local o regional de R	Twitter
12/12/2020 16:25:58	Intermedio	NA	NA	NA	NA	NA	2019	Curso en línea (por ejemplo, Coursera, edX, Dataquest)	Pensé que saber R me abriría nuevas oportunidades en mi carrera	Mensajes de error	Diariamente: al menos una vez al día.	Apple MacOS	Análisis estadístico, Modelado/Aprendizaje automático, Visualización, Análisis de encuestas, Análisis financiero	4	9	Microsoft Excel, RStudio Desktop (IDE), Shinyapps.io	Sí	Generalmente	Varias formas de llegar al resultado.	Documentación poco amigable	Sitios web de búsqueda general como Google y Yahoo, Sitios generales de preguntas y respuestas como Stack Overflow y Quora, Redes sociales como blogs, R-bloggers, Twitter, Slack o contactos de GitHub	Sitios web de búsqueda general como Google y Yahoo, Conferencias, reuniones o seminarios., Redes sociales como blogs, R-bloggers, Twitter, Slack o contactos de GitHub	RPubs.com, Shinyapps.io, Incorporación de resultados en trabajos de investigación enviados a publicaciones	Espero que aumente	five	Mensual: entre una vez a la semana y una vez al mes	Crear artículos listos para publicación para enviar, Crear paneles HTML con flexdashboard, Crear documentos interactivos basados en Shiny	Espero que aumente	Mensual: entre una vez a la semana y una vez al mes	Tablero de instrumentos	Espero que aumente	Ocasionalmente: menos de una vez al mes.	Programación general	3	8	Anaconda, Conda, Jupyter cuadernos, Microsoft Excel	Espero que siga igual	Excel	Visual Basic	1975	Masculino	Hispano/Latino	Maestría (por ejemplo, MA, MS, MEd)	México	Servicios Profesionales y de Negocios	Consultor	Consultoría o Asesoría	0	Si algo	RStudio::conf	Twitter
12/12/2020 17:04:48	Principiante	NA	NA	NA	NA	NA	2020	Curso en línea (por ejemplo, Coursera, edX, Dataquest)	Pensé que saber R me abriría nuevas oportunidades en mi carrera	Aprender la sintaxis de R	Mensual: entre una vez a la semana y una vez al mes	Microsoft Windows	Análisis estadístico, Limpieza o manipulación de datos, Visualización, Análisis de encuestas	4	8	Microsoft Excel, RStudio Desktop (IDE), Shinyapps.io	Sí	Generalmente	Que sea open access y la comunidad que tiene detrás. Los gráficos.	Es difícil de aprender si no tienes un background de programación	Sitios web de búsqueda general como Google y Yahoo, Sitios generales de preguntas y respuestas como Stack Overflow y Quora	Sitios web de búsqueda general como Google y Yahoo, community.rstudio.com, Listas de correo electrónico como r-help, r-packages o r-pkg-devel, Redes sociales como blogs, R-bloggers, Twitter, Slack o contactos de GitHub, Cursos online	Email, Incorporación de resultados en trabajos de investigación enviados a publicaciones	Espero que aumente	five	Mensual: entre una vez a la semana y una vez al mes	Recopilar resultados de análisis estadísticos	Espero que aumente	Ocasionalmente: menos de una vez al mes.	Tablas de datos interactivas	Espero que aumente	No uso Python	NA	NA	NA	NA	Espero que aumente	SPSS	SPSS	1986	Mujer	NA	Doctorado (por ejemplo, PhD, EdD)	Spain / España	Educación	Docente investigadora universitaria	Investigador/a	0	No en realidad no	NA	Twitter
12/12/2020 17:22:31	Experto	NA	NA	NA	NA	NA	2000	Utilizando un libro o documentación en línea que no formaba parte de un curso formal	Fue requerido para mi trabajo	Encontrar paquetes apropiados para usar	Diariamente: al menos una vez al día.	Apple MacOS	Análisis estadístico, Limpieza o manipulación de datos, Modelado/Aprendizaje automático, Visualización, Medicina	5	10	Microsoft Excel, Shiny Server, vim	No	Generalmente	Su versatilidad y flexibilidad. La cantidad de paquetes que tiene.	Dependencias externas de algunos paquetes.	Sitios web de búsqueda general como Google y Yahoo, Sitios generales de preguntas y respuestas como Stack Overflow y Quora, Libros, libros de texto o artículos de revistas (JSS, JOSS, R-Journal)	Sitios web de búsqueda general como Google y Yahoo, Listas de correo electrónico como r-help, r-packages o r-pkg-devel, Vistas de tareas de CRAN	Revistas científicas	Espero que aumente	five	Semanal: entre una vez al día y una vez a la semana	Crear cuadernos R, Publicar libros en línea y fuera de línea a través de bookdown, Crear diapositivas de presentación	Espero que aumente	Semanal: entre una vez al día y una vez a la semana	Aplicaciones de mapeo	Espero que aumente	Ocasionalmente: menos de una vez al mes.	Análisis estadístico	1	8	NA	Espero que disminuya	C/C++	C/C++	1977	Masculino	Blanco	Doctorado (por ejemplo, PhD, EdD)	Spain / España	Educación	Profesor Titular	profesor universitario	100	Sí definitivamente	UseR conferencia, Encuentro local o regional de R	Twitter
12/12/2020 17:37:55	Experto	NA	NA	NA	NA	NA	2018	Curso en línea (por ejemplo, Coursera, edX, Dataquest)	Pensé que saber R me abriría nuevas oportunidades en mi carrera	Aprender a usar la interfaz de línea de comandos de R	Diariamente: al menos una vez al día.	Microsoft Windows	Análisis estadístico, Limpieza o manipulación de datos, Modelado/Aprendizaje automático, Visualización, Análisis de texto	5	10	RStudio Desktop (IDE), Shinyapps.io	Sí	Generalmente	NA	NA	Sitios web de búsqueda general como Google y Yahoo, Su red personal, como colegas y profesores, Sitios generales de preguntas y respuestas como Stack Overflow y Quora, Redes sociales como blogs, R-bloggers, Twitter, Slack o contactos de GitHub	Sitios web de búsqueda general como Google y Yahoo, Tu red personal, como colegas y profesores, Conferencias, reuniones o seminarios., Redes sociales como blogs, R-bloggers, Twitter, Slack o contactos de GitHub	Blog personal o sitio web de su propiedad, Sitios web públicos como GitHub o Netlify, Shinyapps.io	Espero que aumente	five	No uso R Markdown	NA	Espero que siga igual	Diariamente: al menos una vez al día	Tablero de instrumentos	Espero que aumente	No uso Python	NA	NA	NA	NA	Espero que siga igual	Ninguna	R	1979	Hombre	Blanco	Maestría (por ejemplo, MA, MS, MEd)	Spain / España	Tecnologías de la Información	Jefe de proyecto	Desarrollador/a de Software	5	Sí definitivamente	R Reuniones de damas (locales, regionales, nacionales o internacionales)	Twitter
12/12/2020 17:42:21	Principiante	NA	NA	NA	NA	NA	2014	Curso en línea (por ejemplo, Coursera, edX, Dataquest)	Fue parte de un curso que tomé	Aprender la sintaxis de R	Ocasionalmente: menos de una vez al mes.	Microsoft Windows	Limpieza o manipulación de datos	3	7	Microsoft Excel, RStudio Desktop (IDE), Qlik	Sí	De vez en cuando	NA	NA	Sitios web de búsqueda general como Google y Yahoo, Sitios generales de preguntas y respuestas como Stack Overflow y Quora, Sitios web de búsqueda específicos de R como METACRAN o Rdocumentation	Redes sociales como blogs, R-bloggers, Twitter, Slack o contactos de GitHub	NA	Espero que aumente	five	Ocasionalmente: menos de una vez al mes.	NA	Espero que aumente	Nunca, no uso Shiny	NA	Espero que aumente	No uso Python	NA	NA	NA	NA	Espero que siga igual	Excel	Fortran	1981	NA	Hispano/Latino	Grado universitario asociado (por ejemplo, AA, AS)	Chile	Servicios Gubernamentales (Federales, Provinciales o Municipales)	NA	Científica/o de datos o Analista	NA	No en realidad no	NA	Twitter
12/12/2020 17:54:31	Principiante	NA	NA	NA	NA	NA	2018	Utilizando un libro o documentación en línea que no formaba parte de un curso formal	Tenía un interés personal	Aprender la sintaxis de R	Ocasionalmente: menos de una vez al mes.	Microsoft Windows	Análisis estadístico, Visualización, Medicina	2	9	Microsoft Excel, RStudio Connect	Sí	Generalmente	El enorme potencial, visualization, is free	Sintaxis	Sitios web de búsqueda general como Google y Yahoo, Sitios generales de preguntas y respuestas como Stack Overflow y Quora	Libros, libros de texto o artículos de revistas (JSS, JOSS, R-Journal), Redes sociales como blogs, R-bloggers, Twitter, Slack o contactos de GitHub	Incorporación de resultados en trabajos de investigación enviados a publicaciones	Espero que aumente	five	No uso R Markdown	NA	Espero que siga igual	Nunca, no uso Shiny	NA	Espero que siga igual	No uso Python	NA	NA	NA	NA	Espero que siga igual	Ninguna	Excel	1977	NA	Hispano/Latino	Doctorado (por ejemplo, PhD, EdD)	Spain / España	Cuidado de la Salud y Medicina	Director	Profesional de Medicina	1	Neutral	NA	Twitter
12/12/2020 17:56:49	Experto	NA	NA	NA	NA	NA	2005	Utilizando un libro o documentación en línea que no formaba parte de un curso formal	Queria hacer análisis estadísticos	Encontrar paquetes apropiados para usar	Semanal: entre una vez al día y una vez a la semana	Linux (cualquier distribución)	Análisis estadístico, Limpieza o manipulación de datos, Modelado/Aprendizaje automático, Visualización	5	10	Línea de comandos de R (es decir, la interfaz nativa de la terminal R), RStudio Desktop (IDE)	No	De vez en cuando	Adaptable a diferentes tareas, potente, transparente	La diversidad de paquetes puede resultar confusa	Sitios web de búsqueda general como Google y Yahoo, Su red personal, como colegas y profesores, Libros, libros de texto o artículos de revistas (JSS, JOSS, R-Journal)	Sitios web de búsqueda general como Google y Yahoo, Vistas de tareas de CRAN, Tu red personal, como colegas y profesores, Conferencias, reuniones o seminarios., Libros, libros de texto o artículos de revistas (JSS, JOSS, R-Journal), Redes sociales como blogs, R-bloggers, Twitter, Slack o contactos de GitHub	Email, Otro sitio web interno o portal administrado por mi organización (por ejemplo, Sharepoint), Incorporación de resultados en trabajos de investigación enviados a publicaciones	Espero que siga igual	five	Mensual: entre una vez a la semana y una vez al mes	Crear artículos listos para publicación para enviar	Espero que aumente	Nunca, no uso Shiny	NA	Espero que aumente	No uso Python	NA	NA	NA	NA	Espero que siga igual	Excel	Excel	1979	Hombre	Blanco	Doctorado (por ejemplo, PhD, EdD)	Spain / España	Educación	Profesor	Educador/a	2	Si algo	Encuentro local o regional de R	Twitter
12/12/2020 18:02:55	Experto	NA	NA	NA	NA	NA	2008	En el trabajo	Fue requerido para mi trabajo	Aprender a usar la interfaz de línea de comandos de R	Diariamente: al menos una vez al día.	Apple MacOS	Análisis estadístico, Limpieza o manipulación de datos, Visualización, Genómica	5	8	RStudio Desktop (IDE), Shiny Server	Sí	Generalmente	Versatilidad, power	NA	Sitios web de búsqueda general como Google y Yahoo, Sitios generales de preguntas y respuestas como Stack Overflow y Quora, Redes sociales como blogs, R-bloggers, Twitter, Slack o contactos de GitHub, community.rstudio.com	community.rstudio.com, Listas de correo electrónico como r-help, r-packages o r-pkg-devel, Tu red personal, como colegas y profesores, Conferencias, reuniones o seminarios., Redes sociales como blogs, R-bloggers, Twitter, Slack o contactos de GitHub	Email, Incorporación de resultados en trabajos de investigación enviados a publicaciones	Espero que siga igual	Five	Mensual: entre una vez a la semana y una vez al mes	Crear documentos PDF personalizados usando pagedown	Espero que aumente	Ocasionalmente: menos de una vez al mes.	Exploración de datos	Espero que aumente	No uso Python	NA	NA	NA	NA	Espero que aumente	Ninguna	R	1969	Male	Blanco	Doctorado (por ejemplo, PhD, EdD)	Francia	Investigación	IR	Investigador/a	NA	Si algo	UseR conferencia	Twitter
12/12/2020 18:08:14	Experto	NA	NA	NA	NA	NA	2010	En el trabajo	Queria hacer análisis estadísticos	Aprender la sintaxis de R	Diariamente: al menos una vez al día.	Linux (cualquier distribución)	Análisis estadístico, Limpieza o manipulación de datos, Modelado/Aprendizaje automático, Visualización, Medicina, Análisis de encuestas	5	7	Microsoft Excel, RStudio Desktop (IDE), Shiny Server	Sí	Generalmente	Flexibilidad	Nada	Sitios web de búsqueda general como Google y Yahoo, Sitios generales de preguntas y respuestas como Stack Overflow y Quora	Sitios web de búsqueda específicos de R como METACRAN o Rdocumentation, Vistas de tareas de CRAN, Tu red personal, como colegas y profesores, Conferencias, reuniones o seminarios., Libros, libros de texto o artículos de revistas (JSS, JOSS, R-Journal)	Incorporación de resultados en trabajos de investigación enviados a publicaciones	Espero que siga igual	five	Ocasionalmente: menos de una vez al mes.	Crear paneles HTML con flexdashboard, Crear documentos interactivos basados en Shiny	Espero que siga igual	Diariamente: al menos una vez al día	Tablero de instrumentos	Espero que siga igual	No uso Python	NA	NA	NA	NA	Espero que aumente	C/C++, SPSS, Visual Basic	Visual Basic	1970	Hombre	Blanco	Maestría (por ejemplo, MA, MS, MEd)	Spain / España	Cuidado de la Salud y Medicina	Epidemiólogo	Profesional de Medicina	1	Sí definitivamente	NA	Twitter
